Symbol,Company Name,Industry,Market Cap
AL,Air Lease,Trading Companies & Distributors,4170
ALE,ALLETE,Electric Utilities,3460
ALGM,Allegro MicroSystems,Semiconductors & Semiconductor Equipment,4930
ALGT,Allegiant Travel Company,Airlines,2940
ALIT,Alight,Software-Application,5100
ALK,Alaska Air Group,Airlines,6330
ALKS,Alkermes,Biotechnology,3750
ALRM,Alarm.com Holdings,Software,3290
ALSN,Allison Transmission Holdings,Machinery,4000
ALTR,Altair Engineering,Software,5160
ALV,Autoliv,Auto Components,6920
AM,Antero Midstream,"Oil, Gas & Consumable Fuels",4880
AMBA,Ambarella,Semiconductors & Semiconductor Equipment,3240
AMBP,Ardagh Metal Packaging,Packaging & Containers,5030
AMC,AMC Entertainment Holdings,Entertainment,8510
AMED,Amedisys,Health Care Providers & Services,5150
AMG,Affiliated Managers Group,Capital Markets,5250
AMKR,Amkor Technology,Semiconductors & Semiconductor Equipment,5160
AMN,AMN Healthcare Services,Health Care Providers & Services,4880
AMPL,Amplitude,Software-Application,2130
AMR,Alpha Metallurgical Resources,"Oil, Gas & Consumable Fuels",2140
AMRC,Ameresco,Construction & Engineering,3390
AMTD,AMTD International,Investment Banking and Securities Dea...,2330
AN,AutoNation,Specialty Retail,6980
ANAT,American National Group,Insurance,5100
ANGI,Angi Inc.,Interactive Media & Services,3250
APAM,Artisan Partners Asset Management,Capital Markets,2500
APG,APi Group,Construction & Engineering,4580
APLE,Apple Hospitality REIT,Equity Real Estate Investment Trusts ...,4020
APLS,Apellis Pharmaceuticals,Biotechnology,4250
APPF,AppFolio,Software,4070
APPN,Appian,Software,3880
APPS,Digital Turbine,Software,4130
AQN,Algonquin Power & Utilities,Multi-Utilities,9880
AQUA,Evoqua Water Technologies,Machinery,5160
AR,Antero Resources,"Oil, Gas & Consumable Fuels",8000
ARCB,ArcBest,Road & Rail,2170
ARCH,Arch Resources,"Oil, Gas & Consumable Fuels",2350
AREN,Arena Group Holdings,Internet Content & Information,2090
ARMK,Aramark,"Hotels, Restaurants & Leisure",9350
ARNA,Arena Pharmaceuticals,Biotechnology,5820
ARNC,Arconic,Aerospace & Defense,2850
ARVL,Arrival,Auto Manufacturers,2040
ARVN,Arvinas,Pharmaceuticals,3420
ARW,Arrow Electronics,"Electronic Equipment, Instruments & C...",8160
ARWR,Arrowhead Pharmaceuticals,Biotechnology,4730
ASAI,Sendas Distribuidora,Food & Staples Retailing,3370
ASAN,Asana,Software,8710
ASB,Associated Banc-Corp,Banks,3510
ASGN,ASGN Incorporated,Professional Services,5590
ASH,Ashland Global Holdings,Chemicals,4940
ASND,Ascendis Pharma,Biotechnology,6010
ASO,Academy Sports and Outdoors,Specialty Retail,2860
ASR,Grupo Aeroportuario del Sureste,Transportation Infrastructure,6090
ATC,Atotech,Electronic Components,4620
ATCO,Atlas,Marine,3610
ATHM,Autohome,Interactive Media & Services,3780
ATI,Allegheny Technologies,Metals & Mining,3320
ATKR,Atkore,Electrical Equipment,4540
ATR,AptarGroup,Containers & Packaging,7880
ATRC,AtriCure,Health Care Equipment & Supplies,3100
ATSG,Air Transport Services Group,Air Freight & Logistics,2360
ATUS,Altice USA,Media,4900
AUB,Atlantic Union Bankshares,Banks,2950
AUR,Aurora Innovation,Information Technology Services,5000
AUY,Yamana Gold,Metals & Mining,5000
AVA,Avista,Multi-Utilities,3330
AVAL,Grupo Aval Acciones y Valores,Banks,6150
AVLR,Avalara,Software,8780
AVNT,Avient,Chemicals,4600
AVT,Avnet,"Electronic Equipment, Instruments & C...",4070
AWI,Armstrong World Industries,Building Products,4200
AWR,American States Water Company,Water Utilities,3260
AX,Axos Financial,Thrifts & Mortgage Finance,2980
AXNX,Axonics,Health Care Equipment & Supplies,2640
AXON,Axon Enterprise,Aerospace & Defense,9800
AXS,AXIS Capital Holdings,Insurance,4550
AXTA,Axalta Coating Systems,Chemicals,5530
AY,Atlantica Sustainable Infrastructure,Independent Power and Renewable Elect...,3960
AYI,Acuity Brands,Electrical Equipment,6620
AYX,Alteryx,Software,4170
AZEK,The AZEK Company,Building Products,4350
AZTA,Azenta,Medical Instruments & Supplies,6240
B,Barnes Group,Machinery,2230
BAK,Braskem,Chemicals,7460
BANF,BancFirst,Banks,2520
BB,BlackBerry,Software,3730
BBLN,Babylon Holdings,Health Information Services,2180
BBU,Brookfield Business Partners,Construction & Engineering,3280
BC,Brunswick,Leisure Products,6920
BCC,Boise Cascade Company,Paper & Forest Products,3060
BCO,The Brink's Company,Commercial Services & Supplies,3220
BCPC,Balchem,Chemicals,4530
BCRX,BioCryst Pharmaceuticals,Biotechnology,2970
BDC,Belden,"Electronic Equipment, Instruments & C...",2540
BDN,Brandywine Realty Trust,Equity Real Estate Investment Trusts ...,2330
BE,Bloom Energy,Electrical Equipment,3860
BEAM,Beam Therapeutics,Beverages,4400
BECN,Beacon Roofing Supply,Trading Companies & Distributors,4710
BEPC,Brookfield Renewable,Independent Power and Renewable Elect...,6680
BERY,Berry Global Group,Containers & Packaging,7710
BFAM,Bright Horizons Family Solutions,Diversified Consumer Services,7660
BHC,Bausch Health Companies,Pharmaceuticals,8240
BHF,Brighthouse Financial,Insurance,3610
BHVN,Biohaven Pharmaceutical Holding Co.,Biotechnology,7980
BILI,Bilibili,Entertainment,9750
BIPC,Brookfield Infrastructure,Gas Utilities,5120
BJ,BJ's Wholesale Club Holdings,Food & Staples Retailing,7690
BKH,Black Hills,Multi-Utilities,4710
BKI,Black Knight,IT Services,9430
BKU,BankUnited,Banks,3510
BL,BlackLine,Software,4290
BLD,TopBuild,Household Durables,6900
BLDP,Ballard Power Systems,Electrical Equipment,3060
BLKB,Blackbaud,Software,3090
BLMN,Bloomin' Brands,"Hotels, Restaurants & Leisure",2010
BMBL,Bumble,Software-Application,3340
BMI,Badger Meter,"Electronic Equipment, Instruments & C...",2860
BNL,Broadstone Net Lease,Equity Real Estate Investment Trusts ...,3800
BOH,Bank of Hawaii,Banks,3310
BOKF,BOK Financial,Banks,6840
BOOT,Boot Barn Holdings,Specialty Retail,2490
BOX,"Box, Inc.",Software,4060
BPMC,Blueprint Medicines,Biotechnology,3520
BPOP,Popular,Banks,6770
BRC,Brady,Commercial Services & Supplies,2380
BRDG,Bridge Investment Group Holdings,Asset Management,2240
BRFS,BRF S.A.,Food Products,3290
BROS,Dutch Bros,Restaurants,8080
BRX,Brixmor Property Group,Equity Real Estate Investment Trusts ...,7570
BRZE,Braze,Software-Application,3450
BSAC,Banco Santander-Chile,Banks,9560
BSM,Black Stone Minerals,"Oil, Gas & Consumable Fuels",2590
BSMX,Banco Santander Mexico,Banks,7670
BTG,B2Gold,Metals & Mining,4600
BTU,Peabody Energy,"Oil, Gas & Consumable Fuels",3520
BVN,Compania de Minas Buenaventura SAA,Metals & Mining,2860
BWA,BorgWarner,Auto Components,9020
BWXT,BWX Technologies,Aerospace & Defense,4870
BXMT,Blackstone Mortgage Trust,Mortgage Real Estate Investment Trust...,5370
BYD,Boyd Gaming,"Hotels, Restaurants & Leisure",7380
BYND,Beyond Meat,Food Products,2740
BZ,Kanzhun,Staffing & Employment Services,9930
CABO,Cable One,Media,8820
CACC,Credit Acceptance,Consumer Finance,7560
CACI,CACI International,IT Services,7120
CADE,Cadence Bank,Banks,5640
CAE,CAE Inc.,Aerospace & Defense,8430
CALM,Cal-Maine Foods,Food Products,2200
CALX,Calix,Communications Equipment,3130
CAR,Avis Budget Group,Road & Rail,9390
CARG,Cargurus,Interactive Media & Services,4930
CASY,Casey's General Stores,Food & Staples Retailing,7070
CATY,Cathay General Bancorp,Banks,3360
CBRL,Cracker Barrel Old Country Store,"Hotels, Restaurants & Leisure",2840
CBSH,Commerce Bancshares,Banks,8400
CBT,Cabot,Chemicals,4070
CBU,Community Bank System,Banks,3910
CBZ,"CBIZ, Inc.",Professional Services,2040
CC,The Chemours Company,Chemicals,4040
CCCS,CCC Intelligent Solutions Holdings,Software-Infrastructure,6540
CCJ,Cameco,"Oil, Gas & Consumable Fuels",9370
CCMP,CMC Materials,Semiconductors & Semiconductor Equipment,5100
CCOI,Cogent Communications Holdings,Diversified Telecommunication Services,3070
CCS,Century Communities,Household Durables,2200
CCU,"Compania Cervecerias Unidas,",Beverages,2690
CDEV,Centennial Resource Development,"Oil, Gas & Consumable Fuels",2500
CDK,CDK Global,Software,5480
CELH,Celsius Holdings,Beverages,4110
CENT,Central Garden & Pet Company,Household Products,2430
CENTA,Central Garden & Pet Company,Household Products,2440
CENX,Century Aluminum Company,Metals & Mining,2690
CEQP,Crestwood Equity Partners LP,"Oil, Gas & Consumable Fuels",3030
CERE,Cerevel Therapeutics Holdings,Biotechnology,4200
CERT,Certara,Health Information Services,3160
CFLT,Confluent,Software-Infrastructure,9720
CFR,Cullen/Frost Bankers,Banks,8660
CFX,Colfax,Machinery,6280
CGAU,Centerra Gold,Gold,2960
CGC,Canopy Growth,Pharmaceuticals,2490
CHDN,Churchill Downs,"Hotels, Restaurants & Leisure",8650
CHE,Chemed,Health Care Providers & Services,7280
CHGG,Chegg,Diversified Consumer Services,4310
CHH,Choice Hotels International,"Hotels, Restaurants & Leisure",7740
CHNG,Change Healthcare,Health Care Technology,6690
CHPT,ChargePoint Holdings,Specialty Retail,4820
CHX,ChampionX,Energy Equipment & Services,4340
CIB,Bancolombia,Banks,9100
CIG,Companhia Energetica de Minas Gerais,Electric Utilities,4680
CIGI,Colliers International Group,Real Estate Management & Development,5520
CIM,Chimera Investment,Mortgage Real Estate Investment Trust...,2880
CINT,CI&T Inc.,Software-Infrastructure,2460
CIVI,Civitas Resources,Oil & Gas E&P,5070
CIXX,CI Financial,Asset Management,3130
CLBK,Columbia Financial,Thrifts & Mortgage Finance,2280
CLH,Clean Harbors,Commercial Services & Supplies,5420
CLVT,Clarivate,Professional Services,9440
CMC,Commercial Metals Company,Metals & Mining,4830
CMP,Compass Minerals International,Metals & Mining,2070
CMTG,Claros Mortgage Trust,REIT-Mortgage,2240
CNK,Cinemark Holdings,Entertainment,2070
CNM,Core & Main,Industrial Distribution,3590
CNMD,CONMED,Health Care Equipment & Supplies,4200
CNNE,Cannae Holdings,Diversified Financial Services,2210
CNO,CNO Financial Group,Insurance,2780
CNR,Cornerstone Building Brands,Building Products,2710
CNS,Cohen & Steers,Capital Markets,3870
CNX,CNX Resources,"Oil, Gas & Consumable Fuels",3590
COHR,Coherent,"Electronic Equipment, Instruments & C...",6400
COKE,Coca-Cola Consolidated,Beverages,4290
COLB,Columbia Banking System,Banks,2710
COLD,Americold Realty Trust,Equity Real Estate Investment Trusts ...,7510
COLM,Columbia Sportswear Company,"Textiles, Apparel & Luxury Goods",5840
COMP,Compass,Software-Application,2890
COOP,Mr. Cooper Group,Thrifts & Mortgage Finance,3670
CORT,Corcept Therapeutics,Pharmaceuticals,2510
CORZ,Core Scientific,Software-Infrastructure,2050
COTY,Coty Inc.,Personal Products,6810
COUP,Coupa Software,Software,8780
COUR,Coursera,Education & Training Services,2470
CPA,Copa Holdings,Airlines,3090
CPE,Callon Petroleum Company,"Oil, Gas & Consumable Fuels",3680
CPG,Crescent Point Energy,"Oil, Gas & Consumable Fuels",4450
CPK,Chesapeake Utilities,Gas Utilities,2480
CPRI,Capri Holdings,"Textiles, Apparel & Luxury Goods",8050
CR,Crane Co.,Machinery,5830
CRC,California Resources,"Oil, Gas & Consumable Fuels",3440
CRCT,Cricut,Computer Hardware,3230
CRDO,Credo Technology Group Holding,Communication Equipment,2240
CRGY,Crescent Energy Company,Oil & Gas E&P,2670
CRI,Carter's,"Textiles, Apparel & Luxury Goods",3860
CRK,Comstock Resources,"Oil, Gas & Consumable Fuels",2220
CROX,Crocs,"Textiles, Apparel & Luxury Goods",4390
CRSP,CRISPR Therapeutics AG,Biotechnology,4100
CRSR,Corsair Gaming,"Technology Hardware, Storage & Periph...",2070
CRUS,Cirrus Logic,Semiconductors & Semiconductor Equipment,4870
CRVL,CorVel,Health Care Providers & Services,2890
CSGS,CSG Systems International,IT Services,2090
CSTM,Constellium SE,Metals & Mining,2530
CUZ,Cousins Properties,Equity Real Estate Investment Trusts ...,5880
CVAC,CureVac,Biotechnology,3100
CVBF,CVB Financial,Banks,3300
CVCO,Cavco Industries,Household Durables,2480
CVET,Covetrus,Health Care Providers & Services,2430
CVLT,Commvault Systems,Software,2850
CVT,Cvent Holding,Software-Application,3740
CW,Curtiss-Wright,Aerospace & Defense,5990
CWAN,Clearwater Analytics Holdings,Software-Application,3120
CWEN,Clearway Energy,Independent Power and Renewable Elect...,6560
CWEN-A,Clearway Energy,Independent Power and Renewable Elect...,6510
CWK,Cushman & Wakefield,Real Estate Management & Development,4470
CWST,Casella Waste Systems,Commercial Services & Supplies,4230
CWT,California Water Service Group,Water Utilities,3150
CX,CEMEX,Construction Materials,7210
CXM,Sprinklr,Software-Application,3030
CYBR,CyberArk Software,Software,6370
CYTK,Cytokinetics,Biotechnology,3040
CYXT,Cyxtera Technologies,Information Technology Services,2170
CZOO,Cazoo Group,Software-Application,2160
DAN,Dana Incorporated,Auto Components,2440
DAVA,Endava,IT Services,6680
DBRG,DigitalBridge Group,REIT-Diversified,4070
DBX,Dropbox,Software,8580
DCI,Donaldson Company,Machinery,6270
DCP,DCP Midstream LP,"Oil, Gas & Consumable Fuels",7030
DCT,Duck Creek Technologies,Software,2920
DDS,Dillard's,Multiline Retail,4950
DEA,Easterly Government Properties,Equity Real Estate Investment Trusts ...,3840
DECK,Deckers Outdoor,"Textiles, Apparel & Luxury Goods",6690
DEI,Douglas Emmett,Equity Real Estate Investment Trusts ...,6680
DEN,Denbury,"Oil, Gas & Consumable Fuels",3870
DIOD,Diodes,Semiconductors & Semiconductor Equipment,3780
DKNG,DraftKings,"Hotels, Restaurants & Leisure",8460
DKS,Dick's Sporting Goods,Specialty Retail,9500
DLB,Dolby Laboratories,"Electronic Equipment, Instruments & C...",7370
DLO,DLocal,Software-Infrastructure,8250
DNA,Ginkgo Bioworks Holdings,Biotechnology,5100
DNB,Dun & Bradstreet Holdings,Professional Services,7360
DNLI,Denali Therapeutics,Biotechnology,3880
DNUT,Krispy Kreme,Grocery Stores,2550
DOC,Physicians Realty Trust,Equity Real Estate Investment Trusts ...,3970
DOCN,DigitalOcean Holdings,Software-Infrastructure,5530
DOOO,BRP Inc.,Leisure Products,5360
DOOR,Masonite International,Building Products,2170
DORM,Dorman Products,Auto Components,3040
DQ,Daqo New Energy,Semiconductors & Semiconductor Equipment,3500
DRVN,Driven Brands Holdings,Auto & Truck Dealerships,4540
DSEY,Diversey Holdings,Personal Services,2800
DSGX,The Descartes Systems Group,Software,5850
DTM,DT Midstream,Oil & Gas Midstream,5410
DUOL,Duolingo,Software-Application,2800
DV,DoubleVerify Holdings,Software-Application,3980
DWAC,Digital World Acquisition,Blank Check / SPAC,3630
DXC,DXC Technology Company,IT Services,7400
DY,Dycom Industries,Construction & Engineering,2740
EAF,GrafTech International,Electrical Equipment,2570
EBC,Eastern Bankshares,Banks,3910
EBS,Emergent BioSolutions,Biotechnology,2100
EDR,Endeavor Group Holdings,Entertainment,7140
EDU,New Oriental Education & Technology Group,Diversified Consumer Services,2230
EEFT,Euronet Worldwide,IT Services,5290
EGO,Eldorado Gold,Metals & Mining,2090
EGP,EastGroup Properties,Equity Real Estate Investment Trusts ...,8020
EHC,Encompass Health,Health Care Providers & Services,6740
ELY,Callaway Golf Company,Leisure Products,4260
EME,EMCOR Group,Construction & Engineering,6050
ENIC,Enel Chile,Electric Utilities,2050
ENLC,EnLink Midstream LLC,"Oil, Gas & Consumable Fuels",4830
ENR,Energizer Holdings,Household Products,2250
ENS,EnerSys,Electrical Equipment,2880
ENSG,The Ensign Group,Health Care Providers & Services,4730
ENV,Envestnet,Software,4020
EPAY,Bottomline Technologies,Software,2550
EPR,EPR Properties,Equity Real Estate Investment Trusts ...,3880
EPRT,Essential Properties Realty Trust,Equity Real Estate Investment Trusts ...,3190
EQC,Equity Commonwealth,Equity Real Estate Investment Trusts ...,3040
EQT,EQT Corporation,"Oil, Gas & Consumable Fuels",9910
EQX,Equinox Gold,Metals & Mining,2360
ERF,Enerplus,"Oil, Gas & Consumable Fuels",3410
ERIE,Erie Indemnity Company,Insurance,8960
ERJ,Embraer,Aerospace & Defense,2430
ESBA,"Empire State Realty OP,",Equity Real Estate Investment Trusts ...,2580
ESGR,Enstar Group,Insurance,5040
ESI,Element Solutions,Chemicals,5460
ESLT,Elbit Systems,Aerospace & Defense,9010
ESMT,EngageSmart,Software-Application,3060
ESNT,Essent Group,Thrifts & Mortgage Finance,4610
ESRT,Empire State Realty Trust,Equity Real Estate Investment Trusts ...,2660
ESTC,Elastic,Software,7440
ETRN,Equitrans Midstream,"Oil, Gas & Consumable Fuels",3050
ETWO,E2open Parent Holdings,Software-Infrastructure,2630
EURN,Euronav NV,"Oil, Gas & Consumable Fuels",2240
EVA,Enviva,"Oil, Gas & Consumable Fuels",5240
EVCM,EverCommerce,Software-Infrastructure,2500
EVGO,"EVgo, Inc.",Specialty Retail,2800
EVH,Evolent Health,Health Care Technology,2500
EVO,Evotec SE,Drug Manufacturers-Specialty & Generic,4820
EVOP,EVO Payments,IT Services,2080
EVR,Evercore,Capital Markets,4860
EVTC,Evertec,IT Services,2830
EXEL,Exelixis,Biotechnology,6610
EXLS,ExlService Holdings,IT Services,4090
EXP,Eagle Materials,Construction Materials,5300
EXPI,eXp World Holdings,Real Estate Management & Development,3630
EXPO,Exponent,Professional Services,5070
EYE,National Vision Holdings,Specialty Retail,3140
FA,First Advantage,Specialty Business Services,2420
FAF,First American Financial,Insurance,7190
FATE,Fate Therapeutics,Biotechnology,3130
FBC,Flagstar Bancorp,Thrifts & Mortgage Finance,2360
FBK,FB Financial,Banks,2070
FBP,First BanCorp - Puerto Rico,Banks,2500
FCFS,FirstCash Holdings,Consumer Finance,3300
FCN,FTI Consulting,Professional Services,5140
FCPT,Four Corners Property Trust,Equity Real Estate Investment Trusts ...,2190
FELE,Franklin Electric Co.,Machinery,3860
FFBC,First Financial Bancorp,Banks,2240
FFIN,First Financial Bankshares,Banks,6590
FHB,First Hawaiian,Banks,3560
FHI,Federated Hermes,Asset Management,2940
FIBK,First Interstate BancSystem,Banks,4180
FIGS,"FIGS, Inc.",Apparel Manufacturing,2200
FIVE,Five Below,Specialty Retail,8800
FIVN,Five9,Software,7150
FIX,Comfort Systems USA,Construction & Engineering,3060
FIZZ,National Beverage,Beverages,4060
FL,Foot Locker,Specialty Retail,2870
FLEX,Flex Ltd.,"Electronic Equipment, Instruments & C...",7340
FLO,Flowers Foods,Food Products,5700
FLOW,SPX Flow,Machinery,3600
FLR,Fluor,Construction & Engineering,3320
FLS,Flowserve,Machinery,3960
FLYW,Flywire,Information Technology Services,2700
FN,Fabrinet,"Electronic Equipment, Instruments & C...",3550
FNB,F.N.B.,Banks,4470
FND,Floor & Decor Holdings,Specialty Retail,9820
FOCS,Focus Financial Partners,Capital Markets,3570
FOLD,Amicus Therapeutics,Biotechnology,2210
FORM,FormFactor,Semiconductors & Semiconductor Equipment,3100
FOUR,Shift4 Payments,IT Services,2510
FOXF,Fox Factory Holding,Auto Components,4360
FR,First Industrial Realty Trust,Equity Real Estate Investment Trusts ...,7800
FRHC,Freedom Holding,Capital Markets,3550
FRME,First Merchants,Banks,2320
FROG,JFrog,Software,2210
FRPT,Freshpet,Food Products,4460
FRSH,Freshworks,Software,4810
FRT,Federal Realty Investment Trust,Equity Real Estate Investment Trusts ...,9520
FSK,FS KKR Capital,Capital Markets,6620
FSLR,First Solar,Semiconductors & Semiconductor Equipment,7640
FSR,Fisker,Insurance,3200
FSS,Federal Signal,Machinery,2130
FSV,FirstService,Real Estate Management & Development,6230
FTAI,Fortress Transportation & Infrastructure Investors LLC,Trading Companies & Distributors,2190
FTCH,Farfetch,Internet & Direct Marketing Retail,5470
FTDR,Frontdoor,Diversified Consumer Services,2450
FTI,TechnipFMC,Energy Equipment & Services,3360
FUL,H.B. Fuller Company,Chemicals,3510
FULT,Fulton Financial,Banks,2800
FUN,"Cedar Fair,","Hotels, Restaurants & Leisure",3120
FUTU,Futu Holdings,Capital Markets,4920
FVRR,Fiverr International,Internet & Direct Marketing Retail,2720
FWRD,Forward Air,Air Freight & Logistics,2770
FYBR,Frontier Communications Parent,Telecom Services,6180
G,Genpact,IT Services,7770
GATX,GATX Corporation,Trading Companies & Distributors,4050
GBCI,Glacier Bancorp,Banks,5920
GBDC,Golub Capital BDC,Capital Markets,2670
GCP,GCP Applied Technologies,Chemicals,2350
GDRX,GoodRx Holdings,Health Care Technology,6410
GDS,GDS Holdings,IT Services,8220
GEF,Greif,Containers & Packaging,2880
GEF-B,Greif,Packaging & Containers,2890
GFL,GFL Environmental,Waste Management,9720
GGB,Gerdau,Metals & Mining,9860
GH,Guardant Health,Health Care Providers & Services,5900
GHC,Graham Holdings Company,Diversified Consumer Services,2820
GIL,Gildan Activewear,"Textiles, Apparel & Luxury Goods",6940
GKOS,Glaukos,Health Care Equipment & Supplies,2560
GL,Globe Life,Insurance,9650
GLBE,Global-E Online,Internet Retail,4720
GLPG,Galapagos NV,Biotechnology,4230
GME,GameStop,Specialty Retail,8530
GMED,Globus Medical,Health Care Equipment & Supplies,7290
GMS,GMS Inc.,Trading Companies & Distributors,2100
GNTX,Gentex,Auto Components,6730
GO,Grocery Outlet Holding,Food & Staples Retailing,2820
GOGL,Golden Ocean Group,Marine,2350
GOLF,Acushnet Holdings,Leisure Products,3120
GOOS,Canada Goose Holdings,"Textiles, Apparel & Luxury Goods",2650
GPI,Group 1 Automotive,Specialty Retail,3200
GPK,Graphic Packaging Holding Company,Containers & Packaging,6290
GPS,The Gap,Specialty Retail,5320
GRUB,Just Eat Takeaway.com,Internet & Direct Marketing Retail,6540
GSAT,Globalstar,Diversified Telecommunication Services,2100
GSHD,Goosehead Insurance,Insurance,2460
GT,The Goodyear Tire & Rubber Company,Auto Components,3800
GTES,Gates Industrial,Machinery,4430
GTLB,GitLab,Software-Application,6480
GTLS,Chart Industries,Machinery,5260
GTN,Gray Television,Media,2160
GTN-A,Gray Television,Broadcasting,2340
GWRE,Guidewire Software,Software,7450
GXO,GXO Logistics,Specialty Business Services,8510
HAE,Haemonetics,Health Care Equipment & Supplies,2980
HAIN,The Hain Celestial Group,Food Products,3140
HALO,Halozyme Therapeutics,Biotechnology,4830
HASI,Hannon Armstrong Sustainable Infrastructure Capital,Equity Real Estate Investment Trusts ...,4190
HAYW,Hayward Holdings,Leisure Products,3860
HBI,Hanesbrands,"Textiles, Apparel & Luxury Goods",5420
HBM,HudBay Minerals,Metals & Mining,2140
HCM,HUTCHMED (China),Pharmaceuticals,4010
HCP,HashiCorp,Software-Infrastructure,7520
HE,Hawaiian Electric Industries,Electric Utilities,4600
HELE,Helen of Troy,Household Durables,4960
HESM,Hess Midstream LP,"Oil, Gas & Consumable Fuels",8770
HFC,HollyFrontier,"Oil, Gas & Consumable Fuels",4910
HGTY,Hagerty,Insurance-Property & Casualty,5080
HGV,Hilton Grand Vacations,"Hotels, Restaurants & Leisure",5820
HHC,The Howard Hughes Corporation,Real Estate Management & Development,4940
HI,Hillenbrand,Machinery,3430
HII,Huntington Ingalls Industries,Aerospace & Defense,8720
HIW,Highwoods Properties,Equity Real Estate Investment Trusts ...,4720
HL,Hecla Mining Company,Metals & Mining,3680
HLF,Herbalife Nutrition,Personal Products,3880
HLI,Houlihan Lokey,Capital Markets,6700
HLIO,Helios Technologies,Machinery,2380
HLNE,Hamilton Lane,Capital Markets,4200
HMHC,Houghton Mifflin Harcourt Company,Diversified Consumer Services,2670
HMY,Harmony Gold Mining Company,Metals & Mining,3140
HOG,Harley-Davidson,Automobiles,5990
HOMB,Home Bancshares,Banks,3650
HOOD,Robinhood Markets,Software-Infrastructure,9160
HP,Helmerich & Payne,Energy Equipment & Services,4150
HPK,HighPeak Energy,Oil & Gas E&P,2140
HPP,Hudson Pacific Properties,Equity Real Estate Investment Trusts ...,4060
HQY,HealthEquity,Health Care Providers & Services,4530
HR,Healthcare Realty Trust,Equity Real Estate Investment Trusts ...,4240
HRB,H&R Block,Diversified Consumer Services,4220
HRI,Herc Holdings,Trading Companies & Distributors,4450
HRMY,Harmony Biosciences Holdings,Biotechnology,2370
HTA,Healthcare Trust of America,Equity Real Estate Investment Trusts ...,7410
HTGC,Hercules Capital,Capital Markets,2150
HTH,Hilltop Holdings,Banks,2360
HTLF,Heartland Financial USA,Banks,2060
HTZ,Hertz Global Holdings,Rental & Leasing Services,8250
HUBB,Hubbell,Electrical Equipment,9840
HUBG,Hub Group,Air Freight & Logistics,2960
HUN,Huntsman,Chemicals,8130
HWC,Hancock Whitney,Banks,4590
HXL,Hexcel,Aerospace & Defense,4540
IAA,"IAA, Inc.",Commercial Services & Supplies,4900
IAC,IAC/InterActiveCorp,Interactive Media & Services,9850
IART,Integra LifeSciences Holdings,Health Care Equipment & Supplies,5620
IAS,Integral Ad Science Holding,Advertising Agencies,2730
IBOC,International Bancshares,Banks,2610
IBP,Installed Building Products,Household Durables,2960
IBRX,ImmunityBio,Biotechnology,2420
IBTX,Independent Bank Group,Banks,3230
ICUI,ICU Medical,Health Care Equipment & Supplies,5780
IDA,IDACORP,Electric Utilities,5600
IFS,Intercorp Financial Services,Banks-Regional,3820
IGT,International Game Technology,Gambling,5300
IHRT,iHeartMedia,Media,2720
IHS,IHS Holding,Telecom Services,3490
IIPR,Innovative Industrial Properties,Equity Real Estate Investment Trusts ...,4750
IIVI,II-VI,"Electronic Equipment, Instruments & C...",6940
